TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr4 E2|4 87.47 cM	mouse chr4 E2|4 87.47 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 A1|3 1.96 cM	mouse chr3 A1|3 1.96 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 D1|6 40.16 cM	mouse chr6 D1|6 40.16 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 C2|8 39.97 cM	mouse chr8 C2|8 39.97 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 F2.2|3 42.28 cM	mouse chr3 F2.2|3 42.28 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 B3.1|15 14.94 cM	mouse chr15 B3.1|15 14.94 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 F2|6 58.18 cM	mouse chr6 F2|6 58.18 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B1|10 19.49 cM	mouse chr10 B1|10 19.49 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 C3.1|5 33.53 cM	mouse chr5 C3.1|5 33.53 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 D3|10 77.81 cM	mouse chr10 D3|10 77.81 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 A3|7 16.67 cM	mouse chr7 A3|7 16.67 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 E3|15 44.86 cM	mouse chr15 E3|15 44.86 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 E2|11 84.16 cM	mouse chr11 E2|11 84.16 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 D|11 55.47 cM	mouse chr11 D|11 55.47 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B1|17 18.43 cM	mouse chr17 B1|17 18.43 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3|3 E3-F1	mouse chr3|3 E3-F1	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 C3.3|16 53.18 cM	mouse chr16 C3.3|16 53.18 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D3|4 72.62 cM	mouse chr4 D3|4 72.62 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 B2.3|6 23.78 cM	mouse chr6 B2.3|6 23.78 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 C1.1|2 28.92 cM	mouse chr2 C1.1|2 28.92 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B1|17 17.39 cM	mouse chr17 B1|17 17.39 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 D|11 59.48 cM	mouse chr11 D|11 59.48 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 A|19 4.33 cM	mouse chr19 A|19 4.33 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 A3-B1|7 16.72 cM	mouse chr7 A3-B1|7 16.72 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B4|10 30.02 cM	mouse chr10 B4|10 30.02 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 E2|5 46.57 cM	mouse chr5 E2|5 46.57 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX C3|X 41.05 cM	mouse chrX C3|X 41.05 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 H1|2 78.05 cM	mouse chr2 H1|2 78.05 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A3|16 11.41 cM	mouse chr16 A3|16 11.41 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 A3|14 11.58 cM	mouse chr14 A3|14 11.58 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 E5|14 65.97 cM	mouse chr14 E5|14 65.97 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 A3|12 14.81 cM	mouse chr12 A3|12 14.81 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 A5|11 24.8 cM	mouse chr11 A5|11 24.8 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A4|13 20.72 cM	mouse chr13 A4|13 20.72 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A3.3|13 13.86 cM	mouse chr13 A3.3|13 13.86 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B5.1|10	mouse chr10 B5.1|10	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 C3|13 42.18 cM	mouse chr13 C3|13 42.18 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 D|11 60.12 cM	mouse chr11 D|11 60.12 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D1|4 53.42 cM	mouse chr4 D1|4 53.42 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 B2|5 18.14 cM	mouse chr5 B2|5 18.14 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 D3|15 35.1 cM	mouse chr15 D3|15 35.1 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 B3|6 27.29 cM	mouse chr6 B3|6 27.29 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A3|16 11.1 cM	mouse chr16 A3|16 11.1 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 A3|7 9.56 cM	mouse chr7 A3|7 9.56 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 F2|15 57.0 cM	mouse chr15 F2|15 57.0 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 D1|6 41.03 cM	mouse chr6 D1|6 41.03 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 F2|9 60.69 cM	mouse chr9 F2|9 60.69 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 C3.1|5 33.84 cM	mouse chr5 C3.1|5 33.84 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 C3|2 44.75 cM	mouse chr2 C3|2 44.75 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 D1|18 28.22 cM	mouse chr18 D1|18 28.22 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 F3|3 47.08 cM	mouse chr3 F3|3 47.08 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 E1|11 70.8 cM	mouse chr11 E1|11 70.8 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 E1|11 68.61 cM	mouse chr11 E1|11 68.61 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A1|16 2.37 cM	mouse chr16 A1|16 2.37 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A3|16 11.29 cM	mouse chr16 A3|16 11.29 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 E2|4 83.79 cM	mouse chr4 E2|4 83.79 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 G2|5 76.96 cM	mouse chr5 G2|5 76.96 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8|8 A3-A4	mouse chr8|8 A3-A4	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 B1|15 9.36 cM	mouse chr15 B1|15 9.36 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A1.1|X 3.64 cM	mouse chrX A1.1|X 3.64 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B3|10 25.5 cM	mouse chr10 B3|10 25.5 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX|X C3-D	mouse chrX|X C3-D	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 D2.3|13 65.32 cM	mouse chr13 D2.3|13 65.32 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX D|X 44.29 cM	mouse chrX D|X 44.29 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B5.1|10 34.96 cM	mouse chr10 B5.1|10 34.96 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A5|13 24.71 cM	mouse chr13 A5|13 24.71 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX F1|X 57.28 cM	mouse chrX F1|X 57.28 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 D3|8 53.18 cM	mouse chr8 D3|8 53.18 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 D2|19 51.59 cM	mouse chr19 D2|19 51.59 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 B5|7 33.52 cM	mouse chr7 B5|7 33.52 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2|2 C1.1-C1.2	mouse chr2|2 C1.1-C1.2	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 C2|2 42.65 cM	mouse chr2 C2|2 42.65 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 B5|11 47.53 cM	mouse chr11 B5|11 47.53 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 H1|3 65.57 cM	mouse chr3 H1|3 65.57 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 C1|13 36.69 cM	mouse chr13 C1|13 36.69 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 A1|17 3.59 cM	mouse chr17 A1|17 3.59 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A3|16 11.3 cM	mouse chr16 A3|16 11.3 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 B|9 31.05 cM	mouse chr9 B|9 31.05 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX F1|X 58.77 cM	mouse chrX F1|X 58.77 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 D3|19 54.64 cM	mouse chr19 D3|19 54.64 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 E3|3 33.61 cM	mouse chr3 E3|3 33.61 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 E2.3|1 52.39 cM	mouse chr1 E2.3|1 52.39 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 C2|8 39.33 cM	mouse chr8 C2|8 39.33 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 72.43 cM|9 F4	mouse chr9 72.43 cM|9 F4	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 E2|11 75.23 cM	mouse chr11 E2|11 75.23 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 E2|11 83.15 cM	mouse chr11 E2|11 83.15 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 E3|7 55.86 cM	mouse chr7 E3|7 55.86 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A1.1|X 3.4 cM	mouse chrX A1.1|X 3.4 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 A3|1 4.94 cM	mouse chr1 A3|1 4.94 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 A1|18 4.46 cM	mouse chr18 A1|18 4.46 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 D|11 64.47 cM	mouse chr11 D|11 64.47 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9|9 B-C	mouse chr9|9 B-C	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 C|11 52.25 cM	mouse chr11 C|11 52.25 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 C2|10 47.89 cM	mouse chr10 C2|10 47.89 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 F1|15 55.05 cM	mouse chr15 F1|15 55.05 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 H4|2 103.71 cM	mouse chr2 H4|2 103.71 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 B|2 21.74 cM	mouse chr2 B|2 21.74 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 C3|8 41.32 cM	mouse chr8 C3|8 41.32 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7|7 D1-D2	mouse chr7|7 D1-D2	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 A3|2 16.21 cM	mouse chr2 A3|2 16.21 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 C7|4 51.32 cM	mouse chr4 C7|4 51.32 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 C1|6 32.17 cM	mouse chr6 C1|6 32.17 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4|4 B3-C1	mouse chr4|4 B3-C1	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 D1|13 56.9 cM	mouse chr13 D1|13 56.9 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 E1|15 37.94 cM	mouse chr15 E1|15 37.94 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A5|13 21.73 cM	mouse chr13 A5|13 21.73 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 A1|5 2.3 cM	mouse chr5 A1|5 2.3 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 B3.1|15 16.69 cM	mouse chr15 B3.1|15 16.69 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 D3|18 30.63 cM	mouse chr18 D3|18 30.63 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 E2|18	mouse chr18 E2|18	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A1.1|X 3.58 cM	mouse chrX A1.1|X 3.58 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 H2|3 69.06 cM	mouse chr3 H2|3 69.06 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 B1|4 23.17 cM	mouse chr4 B1|4 23.17 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX 55.69 cM|X E3	mouse chrX 55.69 cM|X E3	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 B3|13 34.7 cM	mouse chr13 B3|13 34.7 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 C1|6 32.3 cM	mouse chr6 C1|6 32.3 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 A2|1 2.29 cM	mouse chr1 A2|1 2.29 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 C1|8 37.79 cM	mouse chr8 C1|8 37.79 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 A3|2 17.25 cM	mouse chr2 A3|2 17.25 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 A5.1|9 21.79 cM	mouse chr9 A5.1|9 21.79 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 E1.3|17 43.77 cM	mouse chr17 E1.3|17 43.77 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 G3|5 87.01 cM	mouse chr5 G3|5 87.01 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 A5|4 22.95 cM	mouse chr4 A5|4 22.95 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 D3|4 72.5 cM	mouse chr4 D3|4 72.5 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 A3.2|17 10.63 cM	mouse chr17 A3.2|17 10.63 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 C|9 37.45 cM	mouse chr9 C|9 37.45 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 A1|5 3.38 cM	mouse chr5 A1|5 3.38 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 E2.3|14 51.67 cM	mouse chr14 E2.3|14 51.67 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 F1|12 59.58 cM	mouse chr12 F1|12 59.58 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 B2|10 22.79 cM	mouse chr10 B2|10 22.79 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 A1|15 5.83 cM	mouse chr15 A1|15 5.83 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 H4|2 102.59 cM	mouse chr2 H4|2 102.59 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 B|3 17.67 cM	mouse chr3 B|3 17.67 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 A1|5 2.04 cM	mouse chr5 A1|5 2.04 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 A3.1|17	mouse chr17 A3.1|17	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 A2|5 6.48 cM	mouse chr5 A2|5 6.48 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 D2.1|13	mouse chr13 D2.1|13	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX D|X 46.12 cM	mouse chrX D|X 46.12 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 C1.3|1	mouse chr1 C1.3|1	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 A2|18 11.29 cM	mouse chr18 A2|18 11.29 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX F5|X 76.75 cM	mouse chrX F5|X 76.75 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 C|7 34.31 cM	mouse chr7 C|7 34.31 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 B3|5 20.29 cM	mouse chr5 B3|5 20.29 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 D|17 29.11 cM	mouse chr17 D|17 29.11 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr19 A|19 5.32 cM	mouse chr19 A|19 5.32 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 G3|1 66.14 cM	mouse chr1 G3|1 66.14 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 D1|15 24.01 cM	mouse chr15 D1|15 24.01 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 A1|15 2.15 cM	mouse chr15 A1|15 2.15 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 G3|3 64.06 cM	mouse chr3 G3|3 64.06 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 E2|4 81.24 cM	mouse chr4 E2|4 81.24 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 C3|8 42.06 cM	mouse chr8 C3|8 42.06 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 A1|17 7.75 cM	mouse chr17 A1|17 7.75 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX D|X 44.58 cM	mouse chrX D|X 44.58 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B1|17 16.78 cM	mouse chr17 B1|17 16.78 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 A1.1|12 2.02 cM	mouse chr12 A1.1|12 2.02 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 A1|11 3.12 cM	mouse chr11 A1|11 3.12 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr11 C|11 51.29 cM	mouse chr11 C|11 51.29 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 60.37 cM|2 E5	mouse chr2 60.37 cM|2 E5	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 C1.3|1 29.16 cM	mouse chr1 C1.3|1 29.16 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 F4|9 74.33 cM	mouse chr9 F4|9 74.33 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr10 D3|10 74.6 cM	mouse chr10 D3|10 74.6 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 D1|12 39.15 cM	mouse chr12 D1|12 39.15 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 B|14 18.82 cM	mouse chr14 B|14 18.82 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 E1|3 30.25 cM	mouse chr3 E1|3 30.25 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 C1|12 22.16 cM	mouse chr12 C1|12 22.16 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 C3|6 35.81 cM	mouse chr6 C3|6 35.81 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX F4|X 73.27 cM	mouse chrX F4|X 73.27 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 A2|3 6.25 cM	mouse chr3 A2|3 6.25 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 B3|7 30.1 cM	mouse chr7 B3|7 30.1 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr15 B3.1|15 15.74 cM	mouse chr15 B3.1|15 15.74 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 A1|17 8.9 cM	mouse chr17 A1|17 8.9 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 A1.1|12 1.71 cM	mouse chr12 A1.1|12 1.71 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 A3|9 7.93 cM	mouse chr9 A3|9 7.93 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr3 E1|3 30.96 cM	mouse chr3 E1|3 30.96 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 D1|13 53.18 cM	mouse chr13 D1|13 53.18 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A3.3|13 13.9 cM	mouse chr13 A3.3|13 13.9 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 D3|14 39.63 cM	mouse chr14 D3|14 39.63 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr14 C1|14 26.3 cM	mouse chr14 C1|14 26.3 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 64.11 cM|5 G1.1	mouse chr5 64.11 cM|5 G1.1	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12|12 A2-A3	mouse chr12|12 A2-A3	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX A6|X 33.31 cM	mouse chrX A6|X 33.31 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2 C1.3|2 35.56 cM	mouse chr2 C1.3|2 35.56 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 A1|7 2.77 cM	mouse chr7 A1|7 2.77 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 F4|9 73.14 cM	mouse chr9 F4|9 73.14 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 G2|5 74.55 cM	mouse chr5 G2|5 74.55 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr1 H3|1 79.86 cM	mouse chr1 H3|1 79.86 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 E2|9	mouse chr9 E2|9	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8 C2|8 38.68 cM	mouse chr8 C2|8 38.68 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr18 C|18 24.75 cM	mouse chr18 C|18 24.75 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr16 A3|16 11.65 cM	mouse chr16 A3|16 11.65 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 F3|6 62.98 cM	mouse chr6 F3|6 62.98 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr13 A3.3|13 18.15 cM	mouse chr13 A3.3|13 18.15 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr12 D1|12 37.44 cM	mouse chr12 D1|12 37.44 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr4 E2|4 87.61 cM	mouse chr4 E2|4 87.61 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5|5 E5-F	mouse chr5|5 E5-F	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 54.81 cM|6 F1	mouse chr6 54.81 cM|6 F1	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr7 D3|7 48.36 cM	mouse chr7 D3|7 48.36 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr8|8 B3.2-B3.3	mouse chr8|8 B3.2-B3.3	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 D1|6 39.2 cM	mouse chr6 D1|6 39.2 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chrX F2|X 62.43 cM	mouse chrX F2|X 62.43 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr5 B2|5 17.98 cM	mouse chr5 B2|5 17.98 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 D1|6 39.25 cM	mouse chr6 D1|6 39.25 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr17 B2|17 19.45 cM	mouse chr17 B2|17 19.45 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr9 E1|9 43.49 cM	mouse chr9 E1|9 43.49 cM	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr6 A3.2|6	mouse chr6 A3.2|6	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
mouse chr2|2 E3-E4	mouse chr2|2 E3-E4	1.0000000000149	1.49027457041484e-11	1	0	0	803	24177
